##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	D_R1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	148524
Sequences flagged as poor quality	0
Sequence length	151
%GC	61
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.376646198594166	37.0	37.0	37.0	37.0	37.0
2	36.44420430368156	37.0	37.0	37.0	37.0	37.0
3	36.44666181896528	37.0	37.0	37.0	37.0	37.0
4	36.483787132046	37.0	37.0	37.0	37.0	37.0
5	36.491947429371685	37.0	37.0	37.0	37.0	37.0
6	36.49019013762086	37.0	37.0	37.0	37.0	37.0
7	36.49447900675985	37.0	37.0	37.0	37.0	37.0
8	36.515647302792814	37.0	37.0	37.0	37.0	37.0
9	36.49796665858717	37.0	37.0	37.0	37.0	37.0
10-14	36.49808785112171	37.0	37.0	37.0	37.0	37.0
15-19	36.466742075354816	37.0	37.0	37.0	37.0	37.0
20-24	36.44444803533436	37.0	37.0	37.0	37.0	37.0
25-29	36.39033422207858	37.0	37.0	37.0	37.0	37.0
30-34	36.37743125690124	37.0	37.0	37.0	37.0	37.0
35-39	36.34507285017909	37.0	37.0	37.0	37.0	37.0
40-44	36.32749454633595	37.0	37.0	37.0	37.0	37.0
45-49	36.2871482050039	37.0	37.0	37.0	37.0	37.0
50-54	36.251298106703295	37.0	37.0	37.0	37.0	37.0
55-59	36.21943120303789	37.0	37.0	37.0	37.0	37.0
60-64	36.19460289246183	37.0	37.0	37.0	37.0	37.0
65-69	36.158290915946246	37.0	37.0	37.0	37.0	37.0
70-74	36.123567908216856	37.0	37.0	37.0	37.0	37.0
75-79	36.04685572702055	37.0	37.0	37.0	37.0	37.0
80-84	36.02597156015189	37.0	37.0	37.0	37.0	37.0
85-89	36.022407153052704	37.0	37.0	37.0	37.0	37.0
90-94	35.974825617408634	37.0	37.0	37.0	37.0	37.0
95-99	35.94401443537744	37.0	37.0	37.0	37.0	37.0
100-104	35.89831677035362	37.0	37.0	37.0	37.0	37.0
105-109	35.88387869973876	37.0	37.0	37.0	37.0	37.0
110-114	35.827341035792195	37.0	37.0	37.0	37.0	37.0
115-119	35.773141041178526	37.0	37.0	37.0	37.0	37.0
120-124	35.689558589857526	37.0	37.0	37.0	37.0	37.0
125-129	35.663881931539684	37.0	37.0	37.0	37.0	37.0
130-134	35.58969459481296	37.0	37.0	37.0	37.0	37.0
135-139	35.523031967897445	37.0	37.0	37.0	37.0	37.0
140-144	35.42693436750963	37.0	37.0	37.0	37.0	37.0
145-149	35.28342894077725	37.0	37.0	37.0	37.0	37.0
150-151	34.82295117287442	37.0	37.0	37.0	31.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1103	35-39	0.46887689007125744
1103	40-44	0.21066719511562582
1103	45-49	0.3973955149260391
1103	50-54	0.24163118367767566
1103	55-59	-0.02421235737259053
1103	60-64	0.32548254280095534
1103	65-69	0.5245190639246857
1103	70-74	-0.06415210772885871
1103	75-79	-0.45165088498477957
1103	80-84	0.01734525771177431
1103	85-89	0.16448914584118057
1103	90-94	0.5287084840427241
1103	95-99	-0.05033501743823621
1103	100-104	0.48191224770258145
1103	105-109	0.7924801992691997
1103	110-114	0.21782054328669886
1103	115-119	-0.21907600661334925
1103	120-124	0.6619480463655165
1103	125-129	1.2871721878706452
1103	130-134	0.13029710494768665
1103	135-139	1.2953813019324443
1103	140-144	0.437008234641759
1103	145-149	1.0819737806556233
1103	150-151	1.4530517268809362
1104	1	-1.3823882403576704
1104	2	0.5532032858675748
1104	3	-0.721057073393446
1104	4	-0.7618100357924362
1104	5	-0.124248548527639
1104	6	0.488609499590531
1104	7	-2.077268183050535
1104	8	-0.8811782595585527
1104	9	-0.8616324398646213
1104	10-14	-0.9623916338983065
1104	15-19	-0.12893334664388334
1104	20-24	0.16849248188303534
1104	25-29	-0.7117897804346356
1104	30-34	-0.058024000744566706
1104	35-39	-0.5811231099287468
1104	40-44	0.008035616168264426
1104	45-49	-0.10260448507396092
1104	50-54	0.19031539420399213
1104	55-59	0.09815606368003671
1104	60-64	-0.12583324667272677
1104	65-69	0.3192559060299516
1104	70-74	-0.31809947614991074
1104	75-79	0.018085957120483442
1104	80-84	-0.9313389528145493
1104	85-89	0.43422598794644784
1104	90-94	-0.596291515957283
1104	95-99	-0.8069139648066539
1104	100-104	-1.3180877522974157
1104	105-109	-0.7812040112571239
1104	110-114	-0.7269162988185656
1104	115-119	-0.9203917960870314
1104	120-124	-1.7867361641608
1104	125-129	-0.03914360160303687
1104	130-134	-0.4512818424207339
1104	135-139	-0.5756713296465037
1104	140-144	0.3580608662207112
1104	145-149	0.12802641223457556
1104	150-151	-0.7969482731190638
1105	1	0.6176117596423296
1105	2	-0.8152177667640075
1105	3	-1.4578991786566036
1105	4	0.5013478589444063
1105	5	-0.124248548527639
1105	6	0.488609499590531
1105	7	0.5543107643178828
1105	8	0.48724279307302965
1105	9	0.506788612766961
1105	10-14	-0.01502321284566932
1105	15-19	-0.6973543992754614
1105	20-24	-0.37887593916959617
1105	25-29	-0.8381055699083149
1105	30-34	0.341975999255439
1105	35-39	0.49256110059757674
1105	40-44	0.02908824774721097
1105	45-49	0.6973955149260362
1105	50-54	-0.8623161847433778
1105	55-59	0.2244718531537231
1105	60-64	0.2741667533272718
1105	65-69	0.024519063924685724
1105	70-74	-0.19178368667623147
1105	75-79	-0.2766508849847824
1105	80-84	0.4160294682380865
1105	85-89	0.6868575668938135
1105	90-94	0.4984453261479942
1105	95-99	0.3720334036144024
1105	100-104	-0.09703512071847342
1105	105-109	-0.7601513796781703
1105	110-114	-0.011126825134347484
1105	115-119	0.5743450460182302
1105	120-124	0.6343164674181452
1105	125-129	0.38190902997590825
1105	130-134	-0.21970289505231477
1105	135-139	1.3190655124587636
1105	140-144	0.46332402411545104
1105	145-149	0.12802641223456845
1105	150-151	0.5714727795125185
1106	1	-0.01396718772608807
1106	2	0.5532032858675748
1106	3	0.5421008213433964
1106	4	0.5013478589444063
1106	5	0.5073303988407787
1106	6	0.488609499590531
1106	7	0.5543107643178828
1106	8	-0.14433615429538804
1106	9	-0.12479033460145672
1106	10-14	0.23760836610169633
1106	15-19	0.14475086388243597
1106	20-24	0.16849248188303534
1106	25-29	0.4671575879864278
1106	30-34	0.06829178872911967
1106	35-39	0.23992952165020398
1106	40-44	0.5343514056419494
1106	45-49	0.29739551492603766
1106	50-54	0.33768381525663216
1106	55-59	0.3718402742063631
1106	60-64	-0.3995174571990461
1106	65-69	0.2982032744509979
1106	70-74	0.3345321027974535
1106	75-79	-0.676650884984781
1106	80-84	-0.23660211070927772
1106	85-89	0.26580493531486127
1106	90-94	-0.19629151595727734
1106	95-99	-0.5542823858592882
1106	100-104	-0.5391403838763651
1106	105-109	-0.6338355902044839
1106	110-114	-0.6848110356606654
1106	115-119	-0.8151286381922986
1106	120-124	-1.2393677431081684
1106	125-129	-0.1865120226556698
1106	130-134	-0.4933871055786341
1106	135-139	-1.5230397506991338
1106	140-144	-1.2629917653582368
1106	145-149	-1.2824999035548998
1106	150-151	-1.4811587994348585
1107	1	0.6176117596423296
1107	2	-1.0717967141324252
1107	3	0.5421008213433964
1107	4	-0.24865214105559375
1107	5	-1.1176696011592213
1107	6	0.488609499590531
1107	7	-1.0706892356821172
1107	8	-0.26275720692697035
1107	9	0.506788612766961
1107	10-14	-0.43476005495093517
1107	15-19	-0.27630176769650916
1107	20-24	-0.3775601496959098
1107	25-29	-0.6815266225398915
1107	30-34	-0.8553924217971982
1107	35-39	-0.006123109928743986
1107	40-44	-0.6143328048843699
1107	45-49	-0.5776044850739623
1107	50-54	0.09163118367767709
1107	55-59	-0.1742123573725891
1107	60-64	-1.2495174571990404
1107	65-69	-0.4504809360753157
1107	70-74	-0.7141521077288644
1107	75-79	-1.2766508849847824
1107	80-84	-0.5826547422882271
1107	85-89	-1.4605108541588194
1107	90-94	-0.44629151595727734
1107	95-99	-0.7503350174382319
1107	100-104	-1.4430877522974157
1107	105-109	-0.8075198007308018
1107	110-114	-0.9071794567133011
1107	115-119	-0.21907600661334925
1107	120-124	-0.6130519536344821
1107	125-129	-0.6378278121293519
1107	130-134	-0.36970289505231335
1107	135-139	-0.00461869806755999
1107	140-144	-0.16299176535824245
1107	145-149	-1.018026219344378
1107	150-151	0.5780517268809362
1108	1	-0.01396718772608807
1108	2	-1.4467967141324252
1108	3	-0.8263202312881859
1108	4	0.5013478589444063
1108	5	-0.124248548527639
1108	6	-0.14296944777788667
1108	7	-0.8141102883136995
1108	8	-0.8811782595585527
1108	9	0.506788612766961
1108	10-14	-0.30976005495093517
1108	15-19	-0.6552491361175612
1108	20-24	0.2948082713567146
1108	25-29	0.3197891669337878
1108	30-34	0.2156602097817597
1108	35-39	-0.3074388994024275
1108	40-44	0.008035616168264426
1108	45-49	0.044763935978664904
1108	50-54	-0.04126355316442698
1108	55-59	-0.02815972579363546
1108	60-64	4.8254280095960667E-4
1108	65-69	0.2982032744509979
1108	70-74	0.46084789227113987
1108	75-79	0.2707175360678562
1108	80-84	0.8160294682380922
1108	85-89	0.2868575668938078
1108	90-94	0.05634006299008831
1108	95-99	0.3720334036144024
1108	100-104	0.408228037176265
1108	105-109	0.5661644097955119
1108	110-114	0.7678205432867031
1108	115-119	0.5743450460182231
1108	120-124	0.2343164674181466
1108	125-129	0.7608563983969603
1108	130-134	1.0013497365266346
1108	135-139	0.26643393351139366
1108	140-144	0.7580608662207169
1108	145-149	0.6753948332872
1108	150-151	0.2030517268809362
1109	1	-0.8268326848021132
1109	2	-2.2245744919102037
1109	3	0.5421008213433964
1109	4	0.5013478589444063
1109	5	-2.381558490048107
1109	6	0.488609499590531
1109	7	-0.7790225690154529
1109	8	-0.17942387359363465
1109	9	0.506788612766961
1109	10-14	-0.06531561050649515
1109	15-19	-0.1429684343631763
1109	20-24	-0.2747823719181355
1109	25-29	0.1712511552378828
1109	30-34	0.17238535598058036
1109	35-39	-0.09223422103985968
1109	40-44	-0.1615550271065942
1109	45-49	0.29739551492603766
1109	50-54	0.16107562812211995
1109	55-59	-0.5158790240392577
1109	60-64	-0.7328507905323747
1109	65-69	-0.13103649163087283
1109	70-74	0.2830701144933556
1109	75-79	0.10112689279300469
1109	80-84	-0.7465436311771114
1109	85-89	-1.1493997430477094
1109	90-94	-1.2407359604017145
1109	95-99	-0.39755723966045764
1109	100-104	-1.0069766411863057
1109	105-109	-1.6186309118419118
1109	110-114	0.05670943217559454
1109	115-119	0.11703510449775933
1109	120-124	-0.5352741758567063
1109	125-129	-0.6683833676849105
1109	130-134	0.5358526605032452
1109	135-139	0.023159079710211472
1109	140-144	-0.4185473209137953
1109	145-149	-0.8485817748999338
1109	150-151	0.42527394910315763
1110	1	-0.9118000050635544
1110	2	-0.15267906707359913
1110	3	-0.16378153159777753
1110	4	0.5013478589444063
1110	5	0.5073303988407787
1110	6	-0.21727285335064295
1110	7	0.5543107643178828
1110	8	0.48724279307302965
1110	9	0.506788612766961
1110	10-14	-0.23917181965682488
1110	15-19	-0.04100765004945117
1110	20-24	0.241557497362912
1110	25-29	-0.15946779901047847
1110	30-34	0.006372284085159663
1110	35-39	0.33652394889479353
1110	40-44	-0.5393328048843742
1110	45-49	0.27386610316133186
1110	50-54	-0.012780581028202675
1110	55-59	-0.11980059266671361
1110	60-64	-0.6818703983755086
1110	65-69	0.5421661227482204
1110	70-74	0.5784949510946689
1110	75-79	0.02923146795640008
1110	80-84	-0.39883121287646617
1110	85-89	-0.0958049718058831
1110	90-94	0.41547318992508053
1110	95-99	0.43642968844412167
1110	100-104	0.3760298947614089
1110	105-109	-1.0016374477896335
1110	110-114	0.5795852491690567
1110	115-119	0.7823945816219435
1110	120-124	0.2516539287184614
1110	125-129	-0.05400428271759239
1110	130-134	0.3685323990653373
1110	135-139	-0.15461869806755857
1110	140-144	0.36053764640647046
1110	145-149	-0.10479092522673028
1110	150-151	0.7324634915868202
1111	1	0.6176117596423296
1111	2	-0.07837566150084285
1111	3	-0.08947812602502125
1111	4	-0.7618100357924362
1111	5	-0.8610906537908036
1111	6	-0.14296944777788667
1111	7	0.5543107643178828
1111	8	-0.8811782595585527
1111	9	-1.493211387233039
1111	10-14	-0.16239163389830225
1111	15-19	0.27106665335612234
1111	20-24	-0.27361278127486344
1111	25-29	-0.8381055699083078
1111	30-34	0.19460757820280605
1111	35-39	-0.18112310992874825
1111	40-44	-0.265648594358062
1111	45-49	-0.20786764296870075
1111	50-54	-0.33600039526969283
1111	55-59	-0.15447551526732894
1111	60-64	-0.14688587825168042
1111	65-69	-0.1228493571279472
1111	70-74	-0.19178368667622436
1111	75-79	-0.08717720077425639
1111	80-84	-0.8050231633408629
1111	85-89	0.26580493531486127
1111	90-94	0.4984453261479942
1111	95-99	-0.5753350174382348
1111	100-104	0.42928066875521154
1111	105-109	0.8398486203218241
1111	110-114	0.5362415959182769
1111	115-119	0.3006608354919109
1111	120-124	0.360632256891833
1111	125-129	0.06611955629169586
1111	130-134	0.11713921021084417
1111	135-139	-0.42830290859387077
1111	140-144	-0.8840443969371847
1111	145-149	0.3806579911819412
1111	150-151	0.2030517268809362
1112	1	-0.8823882403576704
1112	2	0.5532032858675748
1112	3	-0.20789917865660357
1112	4	0.5013478589444063
1112	5	-0.24266960115922132
1112	6	-0.261390500409469
1112	7	-1.0706892356821172
1112	8	-1.1377572069269704
1112	9	0.506788612766961
1112	10-14	-0.4097600549509366
1112	15-19	-0.2513017676965106
1112	20-24	-0.8775601496959098
1112	25-29	-0.006526622539894333
1112	30-34	0.1446075782028018
1112	35-39	-0.30612310992874114
1112	40-44	-0.2643328048843685
1112	45-49	0.07239551492603624
1112	50-54	-1.033368816322323
1112	55-59	-0.6742123573725891
1112	60-64	-0.42451745719904466
1112	65-69	-0.40048093607531854
1112	70-74	-0.41415210772886013
1112	75-79	-0.32665088498477957
1112	80-84	-0.4576547422882271
1112	85-89	-0.1355108541588237
1112	90-94	0.4037084840427241
1112	95-99	-0.8503350174382334
1112	100-104	-0.4430877522974157
1112	105-109	-0.5075198007308046
1112	110-114	-0.8571794567132969
1112	115-119	-1.4690760066133493
1112	120-124	-1.738051953634482
1112	125-129	-1.5878278121293548
1112	130-134	-0.3447028950523148
1112	135-139	-1.5546186980675571
1112	140-144	-0.812991765358241
1112	145-149	-0.9430262193443752
1112	150-151	-0.1094482731190638
1113	1	0.6176117596423296
1113	2	0.5532032858675748
1113	3	-0.16378153159777753
1113	4	-0.9104168469379488
1113	5	-0.19855195410039528
1113	6	0.488609499590531
1113	7	-0.9751010003880012
1113	8	0.48724279307302965
1113	9	0.506788612766961
1113	10-14	0.043181121519644705
1113	15-19	0.2413452911270184
1113	20-24	0.2650869091276249
1113	25-29	-0.46535015195166096
1113	30-34	-0.5818630100324853
1113	35-39	0.17181806654183873
1113	40-44	-0.3746269225314265
1113	45-49	-1.2320162497798464
1113	50-54	-0.45983940455761996
1113	55-59	-1.2021535338431804
1113	60-64	-0.9877527513166982
1113	65-69	-0.7990103478400243
1113	70-74	0.2726125981534935
1113	75-79	0.05276087972110588
1113	80-84	-0.8458900364058763
1113	85-89	-0.6840402659235281
1113	90-94	-0.03158563360433675
1113	95-99	-0.9282761939088218
1113	100-104	-0.25926422288564765
1113	105-109	-1.048696271319038
1113	110-114	-0.4792382802427113
1113	115-119	0.33533575809253335
1113	120-124	-0.3836401889286023
1113	125-129	-0.6657689885999432
1113	130-134	-1.4667617185817292
1113	135-139	-1.2134422274793124
1113	140-144	-0.533580000652357
1113	145-149	-0.48126151346203017
1113	150-151	0.7912870209985812
1114	1	0.6176117596423296
1114	2	0.5532032858675748
1114	3	-0.31504203579945766
1114	4	0.5013478589444063
1114	5	-3.0640981725877907
1114	6	-0.3685333575523231
1114	7	0.5543107643178828
1114	8	-1.3699000640698245
1114	9	0.506788612766961
1114	10-14	0.31881137362049117
1114	15-19	0.18084108944634636
1114	20-24	-0.16684586398162793
1114	25-29	-0.6065266225398958
1114	30-34	-1.0053924217971968
1114	35-39	0.07601974721411153
1114	40-44	-0.796475662027234
1114	45-49	-0.01689019935967906
1114	50-54	0.0023454693919617853
1114	55-59	-0.4777837859440197
1114	60-64	-0.5995174571990418
1114	65-69	-0.9469095075038894
1114	70-74	-0.7677235363002879
1114	75-79	0.5519205435866468
1114	80-84	-0.1433690280025104
1114	85-89	-0.6605108541588223
1114	90-94	-0.08200580167156346
1114	95-99	-1.1467635888668042
1114	100-104	-0.6895163237259894
1114	105-109	-0.5646626578736615
1114	110-114	0.11067768614384477
1114	115-119	-0.5940760066133493
1114	120-124	-0.2844805250630529
1114	125-129	-0.3128278121293562
1114	130-134	0.2945828192333977
1114	135-139	-2.1546186980675586
1114	140-144	-1.177277479643955
1114	145-149	-1.1787405050586628
1114	150-151	0.8459088697380821
1115	1	-0.13238824035767038
1115	2	-0.9467967141324252
1115	3	0.5421008213433964
1115	4	0.5013478589444063
1115	5	-0.24266960115922132
1115	6	-1.136390500409469
1115	7	-0.19568923568211716
1115	8	-0.26275720692697035
1115	9	0.506788612766961
1115	10-14	0.19023994504906483
1115	15-19	-0.2513017676965106
1115	20-24	-0.5275601496959155
1115	25-29	-0.1815266225398915
1115	30-34	0.2696075782028018
1115	35-39	0.29387689007125317
1115	40-44	-0.9143328048843742
1115	45-49	-0.7526044850739666
1115	50-54	-0.05836881632232149
1115	55-59	-0.5242123573725905
1115	60-64	-1.0745174571990432
1115	65-69	0.19951906392468288
1115	70-74	0.08584789227113987
1115	75-79	-0.301650884984781
1115	80-84	-1.1076547422882257
1115	85-89	0.31448914584117915
1115	90-94	0.3787084840427255
1115	95-99	-0.22533501743823336
1115	100-104	-0.018087752297418547
1115	105-109	0.19248019926919824
1115	110-114	-0.2071794567132983
1115	115-119	-0.04407600661335209
1115	120-124	-0.26305195363448064
1115	125-129	0.18717218787064382
1115	130-134	-0.36970289505231335
1115	135-139	0.07038130193244285
1115	140-144	-1.0379917653582424
1115	145-149	0.7569737806556205
1115	150-151	-0.6094482731190638
1116	1	-0.08827059329884435
1116	2	-0.15267906707359913
1116	3	0.5421008213433964
1116	4	-0.2045344939967677
1116	5	0.5073303988407787
1116	6	0.488609499590531
1116	7	-0.15157158862329112
1116	8	0.48724279307302965
1116	9	0.506788612766961
1116	10-14	0.3490634744608272
1116	15-19	0.523698232303488
1116	20-24	0.4062633797158526
1116	25-29	0.2875910245189317
1116	30-34	0.31225463702633505
1116	35-39	-0.08700546286991795
1116	40-44	0.23713778335092428
1116	45-49	-0.3143691909563202
1116	50-54	0.5754547130894423
1116	55-59	0.13902293674505728
1116	60-64	0.071070778095077
1116	65-69	0.4009896521599785
1116	70-74	0.1314361275652587
1116	75-79	0.640996173838758
1116	80-84	0.659992316535309
1116	85-89	0.5159597340764748
1116	90-94	0.29782613110155154
1116	95-99	0.7423120413853042
1116	100-104	0.046618130055520624
1116	105-109	0.5277743169162576
1116	110-114	0.17958524916905816
1116	115-119	-0.11172306543687682
1116	120-124	1.004595105189047
1116	125-129	1.0048192466941757
1116	130-134	0.3450029873006244
1116	135-139	0.9983224784030256
1116	140-144	0.8311258817005864
1116	145-149	0.9775620159497436
1116	150-151	0.6736399621750522
1117	1	0.6176117596423296
1117	2	0.5532032858675748
1117	3	0.5421008213433964
1117	4	-0.9430965855000366
1117	5	0.5073303988407787
1117	6	-0.17805716707613328
1117	7	0.5543107643178828
1117	8	-0.17942387359363465
1117	9	-0.15987805389970333
1117	10-14	-0.04309338828426945
1117	15-19	0.39036489897015514
1117	20-24	0.25855096141519596
1117	25-29	0.46014004412677423
1117	30-34	0.3279409115361389
1117	35-39	0.618876890071256
1117	40-44	0.2606671951156301
1117	45-49	0.1418399593704791
1117	50-54	0.42774229478878567
1117	55-59	0.21745430929408371
1117	60-64	0.2671492094676253
1117	65-69	0.5578523972580172
1117	70-74	0.7275145589378056
1117	75-79	0.5233491150152219
1117	80-84	0.2534563688228815
1117	85-89	0.5394891458411806
1117	90-94	0.025930706264951198
1117	95-99	0.4913316492284352
1117	100-104	0.6596900254803586
1117	105-109	-0.4408531340641417
1117	110-114	-0.543290567824414
1117	115-119	-0.7718537843911335
1117	120-124	-0.2686075091900406
1117	125-129	-1.2239389232404605
1117	130-134	0.2691859938365795
1117	135-139	0.15649241304355854
1117	140-144	-0.30743620980268815
1117	145-149	0.1514182251000662
1117	150-151	-1.2969482731190638
1118	1	0.6176117596423296
1118	2	-0.07837566150084285
1118	3	0.5421008213433964
1118	4	0.5013478589444063
1118	5	-0.124248548527639
1118	6	0.488609499590531
1118	7	-0.07726818305053484
1118	8	0.48724279307302965
1118	9	0.506788612766961
1118	10-14	0.11129257662800995
1118	15-19	0.01843507440875669
1118	20-24	0.5474398503040874
1118	25-29	0.21452600903905505
1118	30-34	-0.43697136916561874
1118	35-39	0.1136137321765247
1118	40-44	0.008035616168264426
1118	45-49	0.3184481465049913
1118	50-54	0.33768381525662505
1118	55-59	0.6244718531537288
1118	60-64	0.4004825428009582
1118	65-69	-0.22811251502268703
1118	70-74	0.46084789227113987
1118	75-79	0.6707175360678548
1118	80-84	0.6897136787644058
1118	85-89	0.9394891458411792
1118	90-94	0.3721295366743007
1118	95-99	0.35098077203544875
1118	100-104	0.5555964582288979
1118	105-109	0.6924801992691982
1118	110-114	0.5151889643393375
1118	115-119	0.9532924144392823
1118	120-124	0.360632256891833
1118	125-129	0.1292774510285426
1118	130-134	-0.07233447399968185
1118	135-139	0.6874865650903388
1118	140-144	0.4843766556943905
1118	145-149	0.5069737806556276
1118	150-151	1.887262253196731
1119	1	-2.013967187726088
1119	2	-0.7099546088692676
1119	3	-0.721057073393446
1119	4	0.5013478589444063
1119	5	0.5073303988407787
1119	6	-0.8798115530410513
1119	7	-0.07726818305053484
1119	8	-0.14433615429538804
1119	9	-0.12479033460145672
1119	10-14	-0.16239163389830935
1119	15-19	-0.12893334664388334
1119	20-24	0.1474398503040888
1119	25-29	-0.33284241201357645
1119	30-34	-0.0580240007445596
1119	35-39	-0.012702057297161673
1119	40-44	0.408035616168263
1119	45-49	0.17107972545235128
1119	50-54	-0.16757934263810625
