##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	E_R1.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	103576
Sequences flagged as poor quality	0
Sequence length	151
%GC	62
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.138661465976675	37.0	37.0	37.0	37.0	37.0
2	36.18107476635514	37.0	37.0	37.0	37.0	37.0
3	36.25776241600371	37.0	37.0	37.0	37.0	37.0
4	36.30984011740171	37.0	37.0	37.0	37.0	37.0
5	36.33115779717309	37.0	37.0	37.0	37.0	37.0
6	36.32710280373832	37.0	37.0	37.0	37.0	37.0
7	36.30145979763652	37.0	37.0	37.0	37.0	37.0
8	36.33635205066811	37.0	37.0	37.0	37.0	37.0
9	36.33021163203831	37.0	37.0	37.0	37.0	37.0
10-14	36.36041167838109	37.0	37.0	37.0	37.0	37.0
15-19	36.370553023866535	37.0	37.0	37.0	37.0	37.0
20-24	36.35009654746274	37.0	37.0	37.0	37.0	37.0
25-29	36.30082258438248	37.0	37.0	37.0	37.0	37.0
30-34	36.29374758631344	37.0	37.0	37.0	37.0	37.0
35-39	36.28576118019619	37.0	37.0	37.0	37.0	37.0
40-44	36.26478334749363	37.0	37.0	37.0	37.0	37.0
45-49	36.26082876342009	37.0	37.0	37.0	37.0	37.0
50-54	36.242272341082874	37.0	37.0	37.0	37.0	37.0
55-59	36.22040047887541	37.0	37.0	37.0	37.0	37.0
60-64	36.20481964933962	37.0	37.0	37.0	37.0	37.0
65-69	36.17764733142813	37.0	37.0	37.0	37.0	37.0
70-74	36.177249555881666	37.0	37.0	37.0	37.0	37.0
75-79	36.14420715223604	37.0	37.0	37.0	37.0	37.0
80-84	36.12785587394764	37.0	37.0	37.0	37.0	37.0
85-89	36.1069321078242	37.0	37.0	37.0	37.0	37.0
90-94	36.07391673746814	37.0	37.0	37.0	37.0	37.0
95-99	36.05549934347725	37.0	37.0	37.0	37.0	37.0
100-104	36.05022785201204	37.0	37.0	37.0	37.0	37.0
105-109	36.03680389279369	37.0	37.0	37.0	37.0	37.0
110-114	35.988495404340775	37.0	37.0	37.0	37.0	37.0
115-119	35.94944388661466	37.0	37.0	37.0	37.0	37.0
120-124	35.90797868232023	37.0	37.0	37.0	37.0	37.0
125-129	35.869552792152625	37.0	37.0	37.0	37.0	37.0
130-134	35.82266934424963	37.0	37.0	37.0	37.0	37.0
135-139	35.773179114852866	37.0	37.0	37.0	37.0	37.0
140-144	35.713501197188535	37.0	37.0	37.0	37.0	37.0
145-149	35.61884606472542	37.0	37.0	37.0	37.0	37.0
150-151	35.188991658299216	37.0	37.0	37.0	31.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	-1.2860751754181123
1101	2	0.7449283829892792
1101	3	-1.281741053936564
1101	4	-0.2779858585147039
1101	5	-2.539019851336036
1101	6	-2.5488779271396282
1101	7	0.6823308717775376
1101	8	0.6662003268573642
1101	9	-0.328554719957431
1101	10-14	-0.20271973564396717
1101	15-19	0.43768953847951053
1101	20-24	0.24236246289594732
1101	25-29	0.11112984412378779
1101	30-34	0.09751408795244743
1101	35-39	-0.7333460245065169
1101	40-44	-0.11531796868428756
1101	45-49	-2.2543430610644037
1101	50-54	-0.7144561353121119
1101	55-59	-0.44660887555966156
1101	60-64	-1.3195261529641371
1101	65-69	-1.422175305700982
1101	70-74	-2.15854680795578
1101	75-79	-1.2067633508537128
1101	80-84	-1.1727228624749344
1101	85-89	-1.3910711238303435
1101	90-94	-1.680294761659745
1101	95-99	-0.7813132392648399
1101	100-104	-1.8266986915450474
1101	105-109	-0.7027635083131258
1101	110-114	-1.7035577170023117
1101	115-119	-1.708277813536128
1101	120-124	-2.751928537881625
1101	125-129	-0.9905559004428426
1101	130-134	-1.145119062721804
1101	135-139	-1.1709287641650477
1101	140-144	-2.2801750632614315
1101	145-149	-2.0868220168748266
1101	150-151	-2.454355254020541
1102	1	0.880591491248552
1102	2	0.7449283829892792
1102	3	0.7182589460634361
1102	4	0.7220141414852961
1102	5	0.6276468153306283
1102	6	0.6177887395270361
1102	7	0.6823308717775376
1102	8	-0.3337996731426358
1102	9	0.671445280042569
1102	10-14	0.6306135976893614
1102	15-19	0.43768953847951053
1102	20-24	0.44236246289594305
1102	25-29	0.07779651079045635
1102	30-34	-0.13581924538087975
1102	35-39	0.7333206421601446
1102	40-44	0.31801536464904245
1102	45-49	0.31232360560226624
1102	50-54	0.5522105313545467
1102	55-59	0.5867244577736699
1102	60-64	0.5804738470358615
1102	65-69	0.04449136096568651
1102	70-74	0.20811985871088012
1102	75-79	-0.4067633508537156
1102	80-84	-0.4060561958082687
1102	85-89	0.5089288761696551
1102	90-94	0.053038571673589274
1102	95-99	-1.147979905931507
1102	100-104	0.3066346417882855
1102	105-109	0.3305698250202056
1102	110-114	-0.036891050335647435
1102	115-119	0.6250555197972076
1102	120-124	0.6480714621183736
1102	125-129	0.9094440995571489
1102	130-134	-0.27845239605513683
1102	135-139	-0.23759543083171053
1102	140-144	-0.6135083965947601
1102	145-149	1.1465113164585077
1102	150-151	-0.2876885873538697
1103	1	0.880591491248552
1103	2	0.7449283829892792
1103	3	-0.2048179770134837
1103	4	-0.20106278159162372
1103	5	0.6276468153306283
1103	6	-0.30528818354988374
1103	7	0.6823308717775376
1103	8	0.6662003268573642
1103	9	0.671445280042569
1103	10-14	0.6306135976893614
1103	15-19	0.26845876924874545
1103	20-24	0.45774707828056194
1103	25-29	-0.8581009251069815
