##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	C_R2.fastq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	149038
Sequences flagged as poor quality	0
Sequence length	151
%GC	61
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.061863417383485	37.0	37.0	37.0	37.0	37.0
2	36.20533018424831	37.0	37.0	37.0	37.0	37.0
3	36.00269729867551	37.0	37.0	37.0	37.0	37.0
4	36.09933037211986	37.0	37.0	37.0	37.0	37.0
5	36.13564325876622	37.0	37.0	37.0	37.0	37.0
6	36.1920852400059	37.0	37.0	37.0	37.0	37.0
7	36.211503106590264	37.0	37.0	37.0	37.0	37.0
8	36.23513466364283	37.0	37.0	37.0	37.0	37.0
9	36.23544330975993	37.0	37.0	37.0	37.0	37.0
10-14	36.269002536265916	37.0	37.0	37.0	37.0	37.0
15-19	36.24615198808358	37.0	37.0	37.0	37.0	37.0
20-24	36.24682295790335	37.0	37.0	37.0	37.0	37.0
25-29	36.209288906185	37.0	37.0	37.0	37.0	37.0
30-34	36.19160482561494	37.0	37.0	37.0	37.0	37.0
35-39	36.17039412767214	37.0	37.0	37.0	37.0	37.0
40-44	36.15567304982622	37.0	37.0	37.0	37.0	37.0
45-49	36.120088836404136	37.0	37.0	37.0	37.0	37.0
50-54	36.10320455185926	37.0	37.0	37.0	37.0	37.0
55-59	36.06483178786618	37.0	37.0	37.0	37.0	37.0
60-64	35.98368067204337	37.0	37.0	37.0	37.0	37.0
65-69	35.943029294542335	37.0	37.0	37.0	37.0	37.0
70-74	35.899832257545064	37.0	37.0	37.0	37.0	37.0
75-79	35.862091547122205	37.0	37.0	37.0	37.0	37.0
80-84	35.8053060293348	37.0	37.0	37.0	37.0	37.0
85-89	35.77729706517802	37.0	37.0	37.0	37.0	37.0
90-94	35.730063473744956	37.0	37.0	37.0	37.0	37.0
95-99	35.699660489271196	37.0	37.0	37.0	37.0	37.0
100-104	35.56648237362283	37.0	37.0	37.0	37.0	37.0
105-109	35.47939451683463	37.0	37.0	37.0	37.0	37.0
110-114	35.374664179605205	37.0	37.0	37.0	37.0	37.0
115-119	35.20451428494746	37.0	37.0	37.0	37.0	37.0
120-124	34.94480065486655	37.0	37.0	37.0	25.0	37.0
125-129	34.67442263047008	37.0	37.0	37.0	25.0	37.0
130-134	34.343709657939584	37.0	37.0	37.0	25.0	37.0
135-139	33.93577745273018	37.0	37.0	37.0	25.0	37.0
140-144	33.48089748923094	37.0	37.0	37.0	16.6	37.0
145-149	33.05822676096029	37.0	37.0	37.0	11.0	37.0
150-151	32.32927843905581	37.0	31.0	37.0	11.0	37.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1103	25-29	0.38163720332823914
1103	30-34	0.2475093866238467
1103	35-39	0.023004229611096605
1103	40-44	0.6306204412264691
1103	45-49	0.4906806664358285
1103	50-54	0.5056066183774277
1103	55-59	-0.016851108453032282
1103	60-64	0.6591005509347951
1103	65-69	0.8515096460419542
1103	70-74	-0.4866755151940083
1103	75-79	0.3351463379889452
1103	80-84	-1.3531688805806112
1103	85-89	0.45127117294419605
1103	90-94	0.30795883198648255
1103	95-99	0.7206145097734051
1103	100-104	0.3031693376331148
1103	105-109	0.3691055119257669
1103	110-114	0.8591757555317159
1103	115-119	-1.109289595287656
1103	120-124	-0.01092717115891162
1103	125-129	0.776781830263161
1103	130-134	1.6980940538555913
1103	135-139	0.2846905196961771
1103	140-144	0.7028048937585183
1103	145-149	-0.399082873672036
1103	150-151	0.786706864076379
1104	1	-0.38153632116951286
1104	2	0.808032489219741
1104	3	0.2435184025206638
1104	4	-0.5706675623715682
1104	5	-1.9645913804755537
1104	6	-3.529542819547437
1104	7	0.08756468315061738
1104	8	-0.7047106151712939
1104	9	-3.533149240769461
1104	10-14	-0.9565329542375807
1104	15-19	-0.9532062355396675
1104	20-24	-0.8287201386608345
1104	25-29	-0.04058501889397803
1104	30-34	-0.59864445953
1104	35-39	-1.1855427789359183
1104	40-44	-1.1625419519359212
1104	45-49	-1.7845330087778493
1104	50-54	-2.2362737235029186
1104	55-59	-0.174116065717989
1104	60-64	-2.0605575687233255
1104	65-69	-0.9194305248982104
1104	70-74	-1.3259917545102553
1104	75-79	-2.717845115002511
1104	80-84	-2.3412030686147958
1104	85-89	-0.34360062192759955
1104	90-94	-2.0356309116032634
1104	95-99	-1.9699837808248901
1104	100-104	-1.85580502134124
1104	105-109	-1.4479885051682544
1104	110-114	-2.0160379196819633
1104	115-119	-1.6169819029799655
1104	120-124	-2.207508367740111
1104	125-129	-1.6625344090530874
1104	130-134	-1.1395127837512504
1104	135-139	-1.3016342666286178
1104	140-144	-3.825400234446615
1104	145-149	-2.9939546685438287
1104	150-151	-4.589361511991996
1105	1	-1.0482029878361772
1105	2	-1.191967510780259
1105	3	0.2786061218189104
1105	4	-1.1262231179271254
1105	5	-1.8183925500661928
1105	6	-0.5646305388456838
1105	7	-1.2457686501827183
1105	8	0.10815488190473133
1105	9	-1.1998159074361254
1105	10-14	-0.48869669692764006
1105	15-19	-0.7169489255981532
1105	20-24	0.09525646952629785
1105	25-29	0.5290056243808721
1105	30-34	-0.6512760384773699
1105	35-39	-0.3867123695791932
1105	40-44	-0.09002733205288393
1105	45-49	-0.8664043538070842
1105	50-54	-0.3251626123918072
1105	55-59	0.3054160980247076
1105	60-64	-0.8032476272028504
1105	65-69	-0.7954539167110823
1105	70-74	-0.1271613451535245
1105	75-79	-0.09562289278029112
1105	80-84	-0.5143024838194847
1105	85-89	-0.6628988675416352
1105	90-94	-1.0005431923050168
1105	95-99	-0.30448670480149786
1105	100-104	-0.4417699336219414
1105	105-109	-0.8503276864548042
1105	110-114	-1.6979092647112068
1105	115-119	-0.7643503240326055
1105	120-124	-1.3501984262196345
1105	125-129	-1.1794934733805675
1105	130-134	-0.538343193107977
1105	135-139	-2.0829208163362196
1105	140-144	-0.032417778306260914
1105	145-149	0.5920102437368655
1105	150-151	-1.0513498160855619
1106	1	0.9517970121638228
1106	2	0.808032489219741
1106	3	-0.5015796366950269
1106	4	0.8737768820728746
1106	5	0.1073040443610509
1106	6	0.8037905137858985
1106	7	0.7542313498172817
1106	8	0.03385147633197505
1106	9	0.8001840925638746
1106	10-14	-0.3029381829957529
1106	15-19	-0.017258523121370217
1106	20-24	-0.026105759575870024
1106	25-29	0.6404607327400029
1106	30-34	0.07194377576411881
1106	35-39	0.22752911648892393
1106	40-44	0.0858240611359733
1106	45-49	0.41285261213717916
1106	50-54	0.42777856407877834
1106	55-59	0.20758328068723841
1106	60-64	0.1577430848714485
1106	65-69	0.14200738359851783
1106	70-74	0.4635507291498797
1106	75-79	0.8220241660432492
1106	80-84	1.0287315719080752
1106	85-89	0.46032094669985213
1106	90-94	0.3604475197692878
1106	95-99	0.568578310678383
1106	100-104	0.9873322335607213
1106	105-109	1.0605082268578911
1106	110-114	0.028406524762480956
1106	115-119	1.3359592734906158
1106	120-124	-0.2715606553218066
1106	125-129	0.5270080746070462
1106	130-134	-0.023172914470201533
1106	135-139	-0.09901988754364766
1106	140-144	-0.7234394501328865
1106	145-149	0.7864374883189171
1106	150-151	-0.6612569368285968
1107	1	0.38036844073525344
1107	2	-0.3348246536374049
1107	3	0.9101850691873281
1107	4	0.30234831064430523
1107	5	0.8131863973022249
1107	6	0.8037905137858985
1107	7	0.7542313498172817
1107	8	0.739733829273149
1107	9	0.8001840925638746
1107	10-14	0.008546410841788088
1107	15-19	0.6213969390635015
1107	20-24	0.022073512132820383
1107	25-29	0.21020863189966832
1107	30-34	0.5537364928509518
1107	35-39	0.44937785598472146
1107	40-44	0.5676167782228063
1107	45-49	0.5170542928094548
1107	50-54	0.8748373876081956
1107	55-59	0.3465188549169298
1107	60-64	-0.4192877274534865
1107	65-69	-0.4114940169617114
1107	70-74	-0.6434520719705716
1107	75-79	-0.22895622611362398
1107	80-84	-0.2967586241703515
1107	85-89	-0.5245530028799763
1107	90-94	0.25960718363482727
1107	95-99	0.4363654255243148
1107	100-104	1.048956883420665
1107	105-109	-0.05433771151746214
1107	110-114	0.942692239048192
1107	115-119	1.0592085732105119
1107	120-124	-0.07100043123217148
1107	125-129	0.7533386068199377
1107	130-134	1.5017570575185886
1107	135-139	1.1491593841650314
1107	140-144	2.2603140512676774
1107	145-149	0.186997712408548
1107	150-151	1.9185749959445104
1108	1	0.9517970121638228
1108	2	0.058032489219741024
1108	3	0.9101850691873281
1108	4	-0.7512231179271254
1108	5	0.8131863973022249
1108	6	0.8037905137858985
1108	7	0.004231349817281682
1108	8	-0.010266170726850987
1108	9	0.8001840925638746
1108	10-14	-0.06764406534868783
1108	15-19	-0.8643173466507861
1108	20-24	0.07683541689472406
1108	25-29	0.6316372033282391
1108	30-34	0.001355540470001415
1108	35-39	-0.3077650011581383
1108	40-44	0.16523582584185448
1108	45-49	0.08491143566659787
1108	50-54	-0.07516261239180722
1108	55-59	0.13699504539312812
1108	60-64	-0.3966686798344341
1108	65-69	0.3861250306573396
1108	70-74	0.6017860232675218
1108	75-79	0.6293771072197103
1108	80-84	0.6949080424963086
1108	85-89	0.4147327114057333
1108	90-94	-0.04396424493659623
1108	95-99	-5.393363804415685E-4
1108	100-104	1.260861645325427
1108	105-109	0.23256705038730274
1108	110-114	0.40340652476248096
1108	115-119	-0.4669819029799669
1108	120-124	0.5063805211487775
1108	125-129	-0.43475663127530595
1108	130-134	-1.0922905615290261
1108	135-139	-1.8960787110730664
1108	140-144	-1.4337335677799459
1108	145-149	-2.9356213352104987
1108	150-151	-0.9296392897697743
1109	1	0.9517970121638228
1109	2	0.808032489219741
1109	3	0.11018506918733095
1109	4	0.8737768820728746
1109	5	0.8131863973022249
1109	6	0.8037905137858985
1109	7	0.7542313498172817
1109	8	-0.060266170726848145
1109	9	0.8001840925638746
1109	10-14	0.7323559346513093
1109	15-19	0.7356826533492153
1109	20-24	0.06016875022805834
1109	25-29	0.7816372033282377
1109	30-34	0.8013555404699986
1109	35-39	0.6322349988418594
1109	40-44	0.49523582584184567
1109	45-49	0.6999114356665928
1109	50-54	0.5548373876081953
1109	55-59	-0.07633828794021014
1109	60-64	0.7083313201655557
1109	65-69	0.8761250306573345
1109	70-74	0.891786023267521
1109	75-79	0.4377104405530403
1109	80-84	0.5032413758296386
1109	85-89	0.33639937807240017
1109	90-94	-0.8222975782699251
1109	95-99	-1.2855393363804453
1109	100-104	0.23752831199209368
1109	105-109	-1.1857662829460338
1109	110-114	0.10840652476248636
1109	115-119	0.39635143035336284
1109	120-124	0.21471385448210611
1109	125-129	1.83524336872469
1109	130-134	2.1760427718043047
1109	135-139	2.067254622260272
1109	140-144	2.4279330988867187
1109	145-149	3.0860453314561695
1109	150-151	2.499527376896893
1110	1	-5.165850046659706
1110	2	-2.956673393133201
1110	3	-2.854520813165614
1110	4	-2.8909290002800674
1110	5	0.8131863973022249
1110	6	-0.6079741920964565
1110	7	-1.4810627678297763
1110	8	-1.495560288373909
1110	9	0.09430173962270061
1110	10-14	-1.2911734771133965
1110	15-19	-0.4407879348860746
1110	20-24	-1.1790469360464542
1110	25-29	-0.5360098554952941
1110	30-34	-1.5515856360005884
1110	35-39	-0.9724708835110789
1110	40-44	-0.5259406447463775
1110	45-49	-0.1753826819804658
1110	50-54	-0.7251626123918058
1110	55-59	-1.157122601665705
1110	60-64	-1.206962797481495
1110	65-69	-0.30505143993089234
1110	70-74	-0.24233162379129425
1110	75-79	-0.21326995160382012
1110	80-84	-0.7124448986801539
1110	85-89	-1.4455614062413318
1110	90-94	-1.0983760096424788
1110	95-99	-1.2431863952039777
1110	100-104	-0.21266776643928154
1110	105-109	-1.4571388319656364
1110	110-114	-1.2186522987669264
1110	115-119	0.018312214667091098
1110	120-124	-0.6009724200276878
1110	125-129	0.40936101578352435
1110	130-134	-0.3996435027055014
1110	135-139	0.3950977595151741
1110	140-144	0.7824429028082918
1110	145-149	-0.2959154528575567
1110	150-151	1.6328607102302257
1111	1	0.9517970121638228
1111	2	0.808032489219741
1111	3	0.9101850691873281
1111	4	0.30234831064430523
1111	5	0.8131863973022249
1111	6	0.2323619423573291
1111	7	0.7542313498172817
1111	8	0.739733829273149
1111	9	0.22875552113530517
1111	10-14	0.3704511727465487
1111	15-19	-0.3500316323650736
1111	20-24	-0.22554553548622636
1111	25-29	0.3054467271377703
1111	30-34	0.34421268332714305
1111	35-39	0.20175880836566762
1111	40-44	-0.0038117932057701864
1111	45-49	0.1551495309046942
1111	50-54	0.39864691141772113
1111	55-59	0.4608045692026508
1111	60-64	0.4378551296893676
1111	65-69	0.42660122113353083
1111	70-74	0.823214594696104
1111	75-79	0.7424723453149511
1111	80-84	0.21752709011536098
1111	85-89	0.12306604473906191
1111	90-94	-1.0546785306508895
1111	95-99	0.18874637790526805
1111	100-104	0.020385454849233042
1111	105-109	-0.6257662829460315
1111	110-114	-0.3906410942851366
1111	115-119	0.33539904940098353
1111	120-124	0.27185671162497016
1111	125-129	0.02952908301040935
1111	130-134	0.24461420037572879
1111	135-139	-1.1936977586921103
1111	140-144	-1.7587335677799452
1111	145-149	-1.4130022875914499
1111	150-151	1.6328607102302257
1112	1	0.9517970121638228
1112	2	0.808032489219741
1112	3	0.9101850691873281
1112	4	-1.2373342290382396
1112	5	0.14651973063556056
1112	6	0.1371238471192342
1112	7	0.7542313498172817
1112	8	0.739733829273149
1112	9	0.13351742589721027
1112	10-14	0.1768003790957522
1112	15-19	0.7356826533492153
1112	20-24	0.32683541689473117
1112	25-29	0.24830386999490628
1112	30-34	0.13468887380332717
1112	35-39	0.21445722106408027
1112	40-44	-0.006986396380362692
1112	45-49	0.015466991222147897
1112	50-54	-0.5029403901695844
1112	55-59	-0.32967162127354044
1112	60-64	0.7616646534988973
1112	65-69	0.5027916973240067
1112	70-74	0.9184526899341918
1112	75-79	0.837710440553046
1112	80-84	0.3699080424963128
1112	85-89	0.7897327114057333
1112	90-94	0.11992464395228808
1112	95-99	0.8744606636195584
1112	100-104	0.8330838675476429
1112	105-109	0.9520114948317513
1112	110-114	0.9395176358735924
1112	115-119	0.1163514303533617
1112	120-124	1.3924916322598975
1112	125-129	1.2041322576135869
1112	130-134	1.4160427718043067
1112	135-139	0.9428101778158222
1112	140-144	0.952377543331167
1112	145-149	0.29493422034505556
1112	150-151	-1.75602817865866
1113	1	-0.24820298783618
1113	2	-0.49196751078025613
1113	3	0.9101850691873281
1113	4	0.2737768820728732
1113	5	0.8131863973022249
1113	6	0.8037905137858985
1113	7	0.7542313498172817
1113	8	0.739733829273149
1113	9	-0.39981590743612827
1113	10-14	-0.5276440653486958
1113	15-19	0.3756826533492159
1113	20-24	-0.17316458310527594
1113	25-29	-0.19836279667176626
1113	30-34	0.3013555404699986
1113	35-39	0.17223499884187277
1113	40-44	-0.464764174158141
1113	45-49	0.07991143566660242
1113	50-54	-0.24516261239180892
1113	55-59	-0.06300495460687472
1113	60-64	-1.0316686798344392
1113	65-69	-0.5838749693426593
1113	70-74	-0.3482139767324739
1113	75-79	-0.555622892780292
1113	80-84	-0.33009195750369713
1113	85-89	-0.7502672885942729
1113	90-94	-0.10896424493659396
1113	95-99	-1.1655393363804407
1113	100-104	0.010861645325427105
1113	105-109	-1.9324329496126964
1113	110-114	-1.9115934752375239
1113	115-119	-1.1169819029799655
1113	120-124	-0.8586194788512174
1113	125-129	-1.5447566312753054
1113	130-134	-1.7572905615290253
1113	135-139	-0.7660787110730638
1113	140-144	-1.2787335677799447
1113	145-149	-0.380621335210499
1113	150-151	2.1328607102302257
1114	1	-0.5482029878361772
1114	2	0.808032489219741
1114	3	0.9101850691873281
1114	4	0.12377688207287463
1114	5	0.06318639730222486
1114	6	0.8037905137858985
1114	7	0.7542313498172817
1114	8	-0.760266170726851
1114	9	0.8001840925638746
1114	10-14	0.43235593465131217
1114	15-19	-0.2143173466507875
1114	20-24	0.7268354168947226
1114	25-29	0.3316372033282349
1114	30-34	-0.3236444595300014
1114	35-39	0.6422349988418645
1114	40-44	0.8152358258418531
1114	45-49	0.5599114356665993
1114	50-54	0.5748373876081985
1114	55-59	0.48699504539312244
1114	60-64	0.5783313201655602
1114	65-69	0.08612503065733534
1114	70-74	0.6017860232675218
1114	75-79	0.4793771072197117
1114	80-84	0.8699080424963128
1114	85-89	0.5897327114057305
1114	90-94	0.48103575506340235
1114	95-99	-0.12553933638044157
1114	100-104	0.7858616453254257
1114	105-109	0.4325670503872985
1114	110-114	1.4784065247624838
1114	115-119	1.1830180970200317
1114	120-124	1.1313805211487775
1114	125-129	0.565243368724694
1114	130-134	0.9827094384709696
1114	135-139	0.22892128892693364
1114	140-144	-0.5587335677799459
1114	145-149	-1.9856213352104994
1114	150-151	-1.3671392897697743
1115	1	-1.2834971054832351
1115	2	0.10215013627856706
1115	3	-0.6192266955185559
1115	4	0.16789452913170066
1115	5	0.1073040443610509
1115	6	-0.6079741920964565
1115	7	-0.6575333560650733
1115	8	-1.495560288373909
1115	9	0.09430173962270061
1115	10-14	-0.4441146535839806
1115	15-19	-0.2760820525331411
1115	20-24	-1.0378704654582194
1115	25-29	-0.8654216202011753
1115	30-34	-0.9633503418829434
1115	35-39	-0.24305911880519915
1115	40-44	-0.6671171153346194
1115	45-49	-1.0224415055098746
1115	50-54	0.14542562290230876
1115	55-59	-0.6394755428421703
1115	60-64	-0.43049220924620357
1115	65-69	-1.4815220281661894
1115	70-74	-0.38350809437953615
1115	75-79	-0.4015052457214594
1115	80-84	-0.31244489868016245
1115	85-89	0.013262123170434847
1115	90-94	-0.41602306846601067
1115	95-99	0.568578310678383
1115	100-104	0.7049792923842517
1115	105-109	0.3075670503872985
1115	110-114	-0.15982876935516543
1115	115-119	-0.1228642559211508
1115	120-124	-0.13038418473356472
1115	125-129	0.668184545195281
1115	130-134	1.223885909059213
1115	135-139	0.08921540657399873
1115	140-144	0.170678196925941
1115	145-149	2.78643748831891
1115	150-151	0.8681548278772837
1116	1	-1.0482029878361772
1116	2	0.808032489219741
1116	3	-1.089814930812672
1116	4	-1.0209599600323855
1116	5	-0.5552346553293575
1116	6	-0.459367380950944
1116	7	0.7542313498172817
1116	8	-1.260266170726851
1116	9	-1.8313948548045431
1116	10-14	-0.4676440653486935
1116	15-19	-0.4222120834928873
1116	20-24	0.07420383794735841
1116	25-29	0.38163720332823914
1116	30-34	0.5487239615226329
1116	35-39	0.11855078831555232
1116	40-44	0.036288457420802445
1116	45-49	-0.8453517222281448
1116	50-54	-0.15674155976022774
1116	55-59	0.17910030855102121
1116	60-64	0.270436583323459
1116	65-69	-0.016506548290024625
1116	70-74	0.5254702337938397
1116	75-79	0.9780613177460324
1116	80-84	0.09622383196999351
1116	85-89	-0.41026728859426953
1116	90-94	0.19945680769498608
1116	95-99	0.36919750572482
1116	100-104	1.15823006637806
1116	105-109	0.5812512609136107
1116	110-114	0.5757749458151125
1116	115-119	0.0988075707042455
1116	120-124	1.5550647316750954
1116	125-129	1.0099802108299585
1116	130-134	0.8090252279446588
1116	135-139	1.8749739205058873
1116	140-144	1.5675822216937405
1116	145-149	2.3604312963684464
1116	150-151	2.948650183914431
1117	1	-0.49264743228062
1117	2	0.808032489219741
1117	3	0.2435184025206638
1117	4	-0.5706675623715682
1117	5	0.14651973063556056
1117	6	0.1371238471192342
1117	7	0.08756468315061738
1117	8	0.07306716260648471
1117	9	0.8001840925638746
1117	10-14	-0.24542184312646498
1117	15-19	0.33568265334922387
1117	20-24	-1.3842756942163845
1117	25-29	-1.0405850188939851
1117	30-34	-0.15420001508555714
1117	35-39	-0.4966538900470283
1117	40-44	-0.9847641741581441
1117	45-49	-0.362310786555625
1117	50-54	-0.12516261239180437
1117	55-59	-0.06300495460687472
1117	60-64	-0.7716686798344341
1117	65-69	-0.5194305248982118
1117	70-74	-0.6593250878435839
1117	75-79	-1.162289559446954
1117	80-84	-0.5189808463925729
1117	85-89	-0.9213783997053753
1117	90-94	-0.8578531338254862
1117	95-99	-0.2810948919360001
1117	100-104	-0.5669161324523486
1117	105-109	-0.8702107273904716
1117	110-114	-0.7938156974597348
1117	115-119	0.11635143035336881
1117	120-124	0.39249163225989037
1117	125-129	-0.8180899646086459
1117	130-134	-0.8506238948623661
1117	135-139	-1.5238564888508392
1117	140-144	-0.24762245666883587
1117	145-149	-0.6161768907660559
1117	150-151	-1.8115837342142171
1118	1	0.24591465922264888
1118	2	0.808032489219741
1118	3	0.20430271624615415
1118	4	0.8737768820728746
1118	5	0.8131863973022249
1118	6	0.8037905137858985
1118	7	0.7542313498172817
1118	8	0.739733829273149
1118	9	0.09430173962270061
1118	10-14	-0.13823230064280523
1118	15-19	0.5945061827609806
1118	20-24	0.7268354168947226
1118	25-29	0.35810779156353334
1118	30-34	0.2131202463523536
1118	35-39	0.3687055870771587
1118	40-44	-0.5024112329816717
1118	45-49	0.15402908272542248
1118	50-54	-1.1957508476859289
1118	55-59	0.3252303395107745
1118	60-64	0.6048019084008587
1118	65-69	0.3067132659514584
1118	70-74	0.18119778797341013
1118	75-79	-0.21326995160382012
1118	80-84	0.7228492189668927
1118	85-89	-0.15144375918250574
1118	90-94	0.07809457859281821
1118	95-99	-0.3255393363804515
1118	100-104	-1.2950207076157483
1118	105-109	-0.6100800084362348
1118	110-114	-0.9598287693551626
1118	115-119	-1.040511314744677
1118	120-124	-0.5774430082629891
1118	125-129	-1.331815454804719
1118	130-134	-3.7878787968231435
1118	135-139	-0.9931375346024751
1118	140-144	-1.8293218030740626
1118	145-149	-1.0017978057987378
1118	150-151	-1.7200804662403613
1119	1	0.9517970121638228
1119	2	0.808032489219741
1119	3	0.1601850691873281
1119	4	0.8737768820728746
1119	5	0.06318639730222486
1119	6	0.8037905137858985
1119	7	0.7542313498172817
1119	8	0.739733829273149
1119	9	0.8001840925638746
1119	10-14	0.4073559346513065
1119	15-19	0.7356826533492153
1119	20-24	0.7268354168947226
1119	25-29	0.7816372033282377
1119	30-34	0.5013555404700014
1119	35-39	0.6422349988418645
1119	40-44	0.3652358258418502
1119	45-49	0.8599114356665964
1119	50-54	0.5748373876081985
1119	55-59	0.7869950453931267
1119	60-64	0.8783313201655645
